prompt,target_voltage,target_loading,converged
"Load_Level: 0.82, PV_Level: 0.51; Task: Maintenance Line 42 at Feeder 1; Action: No_Transfer",1.0,10.809762331546226,1
"Load_Level: 0.99, PV_Level: 0.84; Task: Maintenance Line 46 at Feeder 1; Action: No_Transfer",1.0,19.763343736394226,1
"Load_Level: 0.87, PV_Level: 0.95; Task: Maintenance Line 57 at Feeder 2; Action: No_Transfer",1.0,24.204678548891263,1
"Load_Level: 0.75, PV_Level: 0.25; Task: Maintenance Line 82 at Feeder 3; Action: Close_Tie_34",1.0,4.162787956819069,1
"Load_Level: 0.99, PV_Level: 0.18; Task: Maintenance Line 105 at Feeder 1; Action: No_Transfer",1.0,6.433396100433625,1
"Load_Level: 1.13, PV_Level: 0.39; Task: Maintenance Line 173 at Feeder 4; Action: No_Transfer",1.0,6.026682369005361,1
"Load_Level: 0.99, PV_Level: 0.57; Task: Maintenance Line 68 at Feeder 3; Action: Close_Tie_34",1.0,10.79861697355823,1
"Load_Level: 0.54, PV_Level: 0.71; Task: Maintenance Line 161 at Feeder 3; Action: Close_Tie_311",1.0,28.378890341206485,1
"Load_Level: 1.05, PV_Level: 0.98; Task: Maintenance Line 172 at Feeder 4; Action: Close_Tie_48",1.0,47.745420729627,1
"Load_Level: 0.79, PV_Level: 0.50; Task: Maintenance Line 121 at Feeder 1; Action: Close_Tie_107",1.0,10.331599629664483,1
"Load_Level: 1.11, PV_Level: 0.27; Task: Maintenance Line 105 at Feeder 1; Action: No_Transfer",1.0,5.957261634774765,1
"Load_Level: 0.63, PV_Level: 0.13; Task: Maintenance Line 149 at Feeder 4; Action: No_Transfer",1.0,5.378050400973803,1
"Load_Level: 1.18, PV_Level: 0.27; Task: Maintenance Line 56 at Feeder 2; Action: Close_Tie_107",1.0,10.975830795462764,1
"Load_Level: 1.03, PV_Level: 0.45; Task: Maintenance Line 152 at Feeder 2; Action: No_Transfer",1.0,7.8585099438948856,1
"Load_Level: 0.67, PV_Level: 0.91; Task: Maintenance Line 184 at Feeder 4; Action: Close_Tie_48",1.0,25.434072530742252,1
"Load_Level: 0.82, PV_Level: 0.57; Task: Maintenance Line 101 at Feeder 3; Action: No_Transfer",1.0,12.525540953173653,1
"Load_Level: 0.66, PV_Level: 0.32; Task: Maintenance Line 80 at Feeder 3; Action: Close_Tie_34",1.0,5.91483908415592,1
"Load_Level: 1.02, PV_Level: 0.34; Task: Maintenance Line 112 at Feeder 1; Action: Close_Tie_107",1.0,4.79155398200867,1
"Load_Level: 0.85, PV_Level: 0.11; Task: Maintenance Line 58 at Feeder 4; Action: Close_Tie_48",1.0,6.694320693781368,1
"Load_Level: 1.10, PV_Level: 0.74; Task: Maintenance Line 109 at Feeder 1; Action: Close_Tie_107",1.0,15.327929514282209,1
"Load_Level: 1.03, PV_Level: 0.18; Task: Maintenance Line 35 at Feeder 4; Action: Close_Tie_311",1.0,6.995107171915303,1
"Load_Level: 0.85, PV_Level: 0.03; Task: Maintenance Line 138 at Feeder 1; Action: Close_Tie_107",0.9993372617785329,15.84561575702722,1
"Load_Level: 0.72, PV_Level: 0.35; Task: Maintenance Line 3 at Feeder 2; Action: Close_Tie_144",1.0,7.265957079322097,1
"Load_Level: 1.14, PV_Level: 0.99; Task: Maintenance Line 178 at Feeder 4; Action: Close_Tie_311",1.0,27.051791759237805,1
"Load_Level: 0.93, PV_Level: 0.52; Task: Maintenance Line 5 at Feeder 1; Action: Close_Tie_107",1.0,9.57729578518347,1
"Load_Level: 0.81, PV_Level: 0.02; Task: Maintenance Line 142 at Feeder 1; Action: No_Transfer",1.0,8.233219293257008,1
"Load_Level: 1.06, PV_Level: 0.67; Task: Maintenance Line 129 at Feeder 1; Action: No_Transfer",1.0,13.866166109573431,1
"Load_Level: 0.95, PV_Level: 0.81; Task: Maintenance Line 154 at Feeder 2; Action: Close_Tie_144",1.0,18.84693975728785,1
"Load_Level: 1.15, PV_Level: 0.39; Task: Maintenance Line 77 at Feeder 1; Action: No_Transfer",1.0,5.989978661816055,1
"Load_Level: 0.80, PV_Level: 0.98; Task: Maintenance Line 53 at Feeder 2; Action: Close_Tie_107",1.0,43.78961248623795,1
"Load_Level: 0.97, PV_Level: 0.85; Task: Maintenance Line 102 at Feeder 3; Action: No_Transfer",1.0,20.251852898946424,1
"Load_Level: 0.66, PV_Level: 0.32; Task: Maintenance Line 108 at Feeder 1; Action: No_Transfer",1.0,7.079711617017477,1
"Load_Level: 0.77, PV_Level: 0.32; Task: Maintenance Line 192 at Feeder 4; Action: Close_Tie_48",1.0,10.957945936473742,1
"Load_Level: 1.12, PV_Level: 0.51; Task: Maintenance Line 64 at Feeder 4; Action: No_Transfer",1.0,8.823833701015024,1
"Load_Level: 1.17, PV_Level: 0.32; Task: Maintenance Line 91 at Feeder 3; Action: No_Transfer",1.0,5.674745930490826,1
"Load_Level: 0.53, PV_Level: 0.14; Task: Maintenance Line 119 at Feeder 1; Action: Close_Tie_107",1.0,4.731011310061942,1
"Load_Level: 0.65, PV_Level: 0.64; Task: Maintenance Line 95 at Feeder 3; Action: Close_Tie_34",1.0,15.96776433282531,1
"Load_Level: 0.63, PV_Level: 0.38; Task: Maintenance Line 88 at Feeder 2; Action: No_Transfer",1.0,8.761484570661453,1
"Load_Level: 1.06, PV_Level: 0.12; Task: Maintenance Line 157 at Feeder 3; Action: No_Transfer",1.0,8.128122919244463,1
"Load_Level: 0.56, PV_Level: 0.54; Task: Maintenance Line 21 at Feeder 2; Action: No_Transfer",1.0,13.546539932600805,1
"Load_Level: 0.99, PV_Level: 0.91; Task: Maintenance Line 91 at Feeder 3; Action: No_Transfer",1.0,21.952697038362636,1
"Load_Level: 0.96, PV_Level: 0.95; Task: Maintenance Line 180 at Feeder 3; Action: Close_Tie_311",1.0,23.274694791734493,1
"Load_Level: 0.67, PV_Level: 0.34; Task: Maintenance Line 51 at Feeder 2; Action: Close_Tie_48",1.0,6.395269335180899,1
"Load_Level: 1.09, PV_Level: 0.81; Task: Maintenance Line 110 at Feeder 1; Action: Close_Tie_107",1.0,17.798861519213087,1
"Load_Level: 0.97, PV_Level: 0.51; Task: Maintenance Line 178 at Feeder 4; Action: Close_Tie_311",1.0,9.754204858091914,1
"Load_Level: 0.51, PV_Level: 0.28; Task: Maintenance Line 105 at Feeder 1; Action: No_Transfer",1.0,7.099566564239759,1
"Load_Level: 0.61, PV_Level: 0.05; Task: Maintenance Line 51 at Feeder 2; Action: No_Transfer",1.0,5.911640160857274,1
"Load_Level: 1.04, PV_Level: 0.13; Task: Maintenance Line 105 at Feeder 1; Action: Close_Tie_107",1.0,7.693868014303893,1
"Load_Level: 0.75, PV_Level: 0.98; Task: Maintenance Line 137 at Feeder 1; Action: No_Transfer",1.0,26.199176802979746,1
"Load_Level: 0.79, PV_Level: 0.14; Task: Maintenance Line 111 at Feeder 1; Action: Close_Tie_107",1.0,5.331369018402475,1
"Load_Level: 0.98, PV_Level: 0.81; Task: Maintenance Line 136 at Feeder 1; Action: Close_Tie_107",1.0,26.170283247198284,1
"Load_Level: 0.70, PV_Level: 0.81; Task: Maintenance Line 142 at Feeder 1; Action: Close_Tie_107",1.0,21.159249687264175,1
"Load_Level: 0.69, PV_Level: 0.69; Task: Maintenance Line 2 at Feeder 2; Action: Close_Tie_144",1.0,17.390452450250976,1
"Load_Level: 0.59, PV_Level: 0.43; Task: Maintenance Line 188 at Feeder 3; Action: Close_Tie_311",1.0,10.33874958551967,1
"Load_Level: 0.86, PV_Level: 0.73; Task: Maintenance Line 10 at Feeder 1; Action: Close_Tie_107",1.0,16.92992499179608,1
"Load_Level: 0.96, PV_Level: 0.85; Task: Maintenance Line 16 at Feeder 1; Action: No_Transfer",1.0,20.423449007578583,1
"Load_Level: 0.63, PV_Level: 0.66; Task: Maintenance Line 43 at Feeder 1; Action: No_Transfer",1.0,17.044420272677453,1
"Load_Level: 0.59, PV_Level: 0.48; Task: Maintenance Line 50 at Feeder 1; Action: No_Transfer",1.0,11.757838175411594,1
"Load_Level: 0.87, PV_Level: 0.03; Task: Maintenance Line 80 at Feeder 3; Action: No_Transfer",0.9998320728158255,8.400082304503096,1
"Load_Level: 0.55, PV_Level: 0.84; Task: Maintenance Line 59 at Feeder 4; Action: No_Transfer",1.0,23.328347527300856,1
"Load_Level: 0.70, PV_Level: 0.35; Task: Maintenance Line 31 at Feeder 2; Action: No_Transfer",1.0,7.2749168796554065,1
"Load_Level: 0.95, PV_Level: 0.22; Task: Maintenance Line 32 at Feeder 4; Action: No_Transfer",1.0,5.678981320123695,1
"Load_Level: 0.64, PV_Level: 0.42; Task: Maintenance Line 152 at Feeder 2; Action: No_Transfer",1.0,9.820348594231282,1
"Load_Level: 0.54, PV_Level: 0.92; Task: Maintenance Line 97 at Feeder 3; Action: Close_Tie_34",1.0,26.011160052199273,1
"Load_Level: 1.16, PV_Level: 0.45; Task: Maintenance Line 26 at Feeder 2; Action: No_Transfer",1.0,5.674999435008699,1
"Load_Level: 0.65, PV_Level: 0.47; Task: Maintenance Line 29 at Feeder 4; Action: Close_Tie_311",1.0,11.104477580965613,1
"Load_Level: 0.57, PV_Level: 0.40; Task: Maintenance Line 179 at Feeder 4; Action: Close_Tie_48",1.0,18.244995028129377,1
"Load_Level: 0.55, PV_Level: 0.71; Task: Maintenance Line 178 at Feeder 4; Action: Close_Tie_48",1.0,36.77336420529082,1
"Load_Level: 0.69, PV_Level: 0.52; Task: Maintenance Line 149 at Feeder 4; Action: No_Transfer",1.0,12.202427394080988,1
"Load_Level: 0.51, PV_Level: 0.52; Task: Maintenance Line 174 at Feeder 4; Action: No_Transfer",1.0,13.783037539844607,1
"Load_Level: 0.50, PV_Level: 0.93; Task: Maintenance Line 125 at Feeder 1; Action: Close_Tie_107",1.0,26.644769967068793,1
"Load_Level: 0.85, PV_Level: 0.10; Task: Maintenance Line 65 at Feeder 4; Action: No_Transfer",1.0,6.9090395621637875,1
"Load_Level: 0.74, PV_Level: 0.05; Task: Maintenance Line 111 at Feeder 1; Action: No_Transfer",1.0,7.139900633508181,1
"Load_Level: 0.87, PV_Level: 0.12; Task: Maintenance Line 27 at Feeder 2; Action: No_Transfer",1.0,6.695422882685542,1
"Load_Level: 0.83, PV_Level: 0.31; Task: Maintenance Line 60 at Feeder 4; Action: No_Transfer",1.0,5.990693438341096,1
"Load_Level: 1.03, PV_Level: 0.48; Task: Maintenance Line 143 at Feeder 1; Action: No_Transfer",1.0,8.65172264487302,1
"Load_Level: 1.09, PV_Level: 0.94; Task: Maintenance Line 133 at Feeder 1; Action: No_Transfer",1.0,22.035286583102266,1
"Load_Level: 1.18, PV_Level: 0.26; Task: Maintenance Line 0 at Feeder 2; Action: No_Transfer",1.0,6.739742674408136,1
"Load_Level: 1.04, PV_Level: 0.44; Task: Maintenance Line 107 at Feeder 1; Action: No_Transfer",1.0,7.539277645399054,1
"Load_Level: 0.80, PV_Level: 0.87; Task: Maintenance Line 55 at Feeder 1; Action: Close_Tie_107",1.0,22.194957937231035,1
"Load_Level: 0.60, PV_Level: 0.48; Task: Maintenance Line 1 at Feeder 2; Action: No_Transfer",1.0,11.13919177567161,1
"Load_Level: 0.92, PV_Level: 0.07; Task: Maintenance Line 5 at Feeder 1; Action: Close_Tie_107",1.0,7.691105188401546,1
"Load_Level: 1.11, PV_Level: 0.31; Task: Maintenance Line 0 at Feeder 2; Action: No_Transfer",1.0,5.351328769450674,1
"Load_Level: 0.96, PV_Level: 0.93; Task: Maintenance Line 111 at Feeder 1; Action: Close_Tie_107",1.0,22.752097089886814,1
"Load_Level: 1.00, PV_Level: 0.89; Task: Maintenance Line 14 at Feeder 1; Action: Close_Tie_107",1.0,20.987113531854394,1
"Load_Level: 0.55, PV_Level: 0.49; Task: Maintenance Line 129 at Feeder 1; Action: Close_Tie_107",1.0,12.078358524094734,1
"Load_Level: 0.90, PV_Level: 0.69; Task: Maintenance Line 65 at Feeder 4; Action: Close_Tie_48",1.0,20.553339738829784,1
"Load_Level: 0.58, PV_Level: 0.66; Task: Maintenance Line 119 at Feeder 1; Action: No_Transfer",1.0,17.291340670269655,1
"Load_Level: 0.60, PV_Level: 0.07; Task: Maintenance Line 2 at Feeder 2; Action: Close_Tie_144",1.0,5.643401174066616,1
"Load_Level: 0.83, PV_Level: 0.60; Task: Maintenance Line 66 at Feeder 1; Action: No_Transfer",1.0,13.539885412795877,1
"Load_Level: 1.17, PV_Level: 0.70; Task: Maintenance Line 69 at Feeder 3; Action: No_Transfer",1.0,13.797760823097398,1
"Load_Level: 0.91, PV_Level: 0.21; Task: Maintenance Line 107 at Feeder 1; Action: No_Transfer",1.0,5.325758880709998,1
"Load_Level: 0.61, PV_Level: 0.61; Task: Maintenance Line 133 at Feeder 1; Action: No_Transfer",1.0,15.546293164368464,1
"Load_Level: 0.66, PV_Level: 0.71; Task: Maintenance Line 133 at Feeder 1; Action: No_Transfer",1.0,18.24350720474523,1
"Load_Level: 0.58, PV_Level: 0.34; Task: Maintenance Line 11 at Feeder 1; Action: No_Transfer",1.0,8.062084649236674,1
"Load_Level: 1.04, PV_Level: 0.83; Task: Maintenance Line 186 at Feeder 3; Action: No_Transfer",1.0,18.980386395420922,1
"Load_Level: 0.74, PV_Level: 0.21; Task: Maintenance Line 109 at Feeder 1; Action: No_Transfer",1.0,5.279167167753569,1
"Load_Level: 1.17, PV_Level: 0.76; Task: Maintenance Line 147 at Feeder 4; Action: No_Transfer",1.0,15.724388820146851,1
"Load_Level: 1.06, PV_Level: 0.22; Task: Maintenance Line 104 at Feeder 1; Action: Close_Tie_107",1.0,6.327099209590155,1
"Load_Level: 0.80, PV_Level: 0.07; Task: Maintenance Line 21 at Feeder 2; Action: No_Transfer",1.0,7.033588563194498,1
"Load_Level: 0.58, PV_Level: 0.22; Task: Maintenance Line 85 at Feeder 2; Action: Close_Tie_34",1.0,4.814562600883076,1
"Load_Level: 0.71, PV_Level: 1.00; Task: Maintenance Line 129 at Feeder 1; Action: Close_Tie_107",1.0,27.17659832332902,1
"Load_Level: 0.80, PV_Level: 0.70; Task: Maintenance Line 126 at Feeder 1; Action: No_Transfer",1.0,16.823321712534764,1
"Load_Level: 1.13, PV_Level: 0.25; Task: Maintenance Line 169 at Feeder 4; Action: Close_Tie_48",1.0,6.832315074476714,1
"Load_Level: 0.60, PV_Level: 0.24; Task: Maintenance Line 156 at Feeder 2; Action: Close_Tie_48",1.0,5.037704319552072,1
"Load_Level: 1.12, PV_Level: 0.67; Task: Maintenance Line 8 at Feeder 1; Action: No_Transfer",1.0,13.217097133042053,1
"Load_Level: 0.82, PV_Level: 0.82; Task: Maintenance Line 127 at Feeder 1; Action: Close_Tie_107",1.0,36.92084678035065,1
"Load_Level: 0.67, PV_Level: 0.24; Task: Maintenance Line 16 at Feeder 1; Action: Close_Tie_107",1.0,7.6908261814506345,1
"Load_Level: 0.90, PV_Level: 0.79; Task: Maintenance Line 123 at Feeder 1; Action: Close_Tie_107",1.0,18.768916761753992,1
"Load_Level: 0.68, PV_Level: 0.21; Task: Maintenance Line 18 at Feeder 1; Action: Close_Tie_107",1.0,4.890901633421732,1
"Load_Level: 0.83, PV_Level: 0.13; Task: Maintenance Line 21 at Feeder 2; Action: No_Transfer",1.0,6.198889239802539,1
"Load_Level: 1.02, PV_Level: 0.58; Task: Maintenance Line 119 at Feeder 1; Action: Close_Tie_107",1.0,10.741334575180609,1
"Load_Level: 0.86, PV_Level: 0.87; Task: Maintenance Line 64 at Feeder 4; Action: No_Transfer",1.0,21.79785804966439,1
"Load_Level: 1.01, PV_Level: 0.15; Task: Maintenance Line 82 at Feeder 3; Action: No_Transfer",1.0,7.338008596540681,1
"Load_Level: 0.79, PV_Level: 0.32; Task: Maintenance Line 35 at Feeder 4; Action: Close_Tie_48",1.0,9.10551544246316,1
"Load_Level: 1.06, PV_Level: 0.72; Task: Maintenance Line 4 at Feeder 2; Action: No_Transfer",1.0,15.023313497712188,1
"Load_Level: 0.83, PV_Level: 0.82; Task: Maintenance Line 24 at Feeder 2; Action: Close_Tie_34",1.0,20.419702738266434,1
"Load_Level: 0.79, PV_Level: 0.80; Task: Maintenance Line 63 at Feeder 4; Action: Close_Tie_311",1.0,20.21705077901029,1
"Load_Level: 0.52, PV_Level: 0.13; Task: Maintenance Line 71 at Feeder 3; Action: No_Transfer",1.0,5.272702623653388,1
"Load_Level: 1.03, PV_Level: 0.11; Task: Maintenance Line 73 at Feeder 3; Action: No_Transfer",1.0,8.087525003318587,1
"Load_Level: 0.98, PV_Level: 0.72; Task: Maintenance Line 44 at Feeder 1; Action: Close_Tie_107",1.0,15.880555596097444,1
"Load_Level: 0.96, PV_Level: 0.82; Task: Maintenance Line 121 at Feeder 1; Action: No_Transfer",1.0,19.218869863988836,1
"Load_Level: 0.86, PV_Level: 0.90; Task: Maintenance Line 54 at Feeder 2; Action: Close_Tie_48",1.0,47.52107719095484,1
"Load_Level: 0.90, PV_Level: 0.51; Task: Maintenance Line 110 at Feeder 1; Action: Close_Tie_107",1.0,9.579494095935175,1
"Load_Level: 0.86, PV_Level: 0.91; Task: Maintenance Line 87 at Feeder 2; Action: No_Transfer",1.0,23.126652968548854,1
"Load_Level: 0.67, PV_Level: 0.70; Task: Maintenance Line 1 at Feeder 2; Action: No_Transfer",1.0,17.62456047878348,1
"Load_Level: 0.67, PV_Level: 0.09; Task: Maintenance Line 36 at Feeder 2; Action: Close_Tie_34",1.0,11.05019955588852,1
"Load_Level: 1.17, PV_Level: 0.13; Task: Maintenance Line 75 at Feeder 3; Action: Close_Tie_311",1.0,8.961560947111696,1
"Load_Level: 0.98, PV_Level: 0.42; Task: Maintenance Line 50 at Feeder 1; Action: Close_Tie_107",1.0,8.450649674083827,1
"Load_Level: 1.09, PV_Level: 0.77; Task: Maintenance Line 74 at Feeder 3; Action: Close_Tie_34",1.0,16.558770366925888,1
"Load_Level: 0.60, PV_Level: 0.47; Task: Maintenance Line 50 at Feeder 1; Action: No_Transfer",1.0,11.377164469242738,1
"Load_Level: 0.52, PV_Level: 0.43; Task: Maintenance Line 102 at Feeder 3; Action: Close_Tie_34",1.0,10.283490495063402,1
"Load_Level: 0.99, PV_Level: 0.23; Task: Maintenance Line 90 at Feeder 2; Action: No_Transfer",1.0,5.795036702534583,1
"Load_Level: 1.07, PV_Level: 0.05; Task: Maintenance Line 37 at Feeder 2; Action: Close_Tie_34",0.9996951907960672,18.933966689760158,1
"Load_Level: 0.52, PV_Level: 0.03; Task: Maintenance Line 152 at Feeder 2; Action: No_Transfer",1.0,6.3737855294569545,1
"Load_Level: 0.70, PV_Level: 0.47; Task: Maintenance Line 127 at Feeder 1; Action: Close_Tie_107",1.0,18.505936663814303,1
